"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","PCT","Percent","2017","","","","12.2181818181818"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2018","","","","8.8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","8.8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","A","Annual","A","Annual","PCT","Percent","2018","","","","12.4388888888889"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","A","Annual","A","Annual","PCT","Percent","2017","","","","12.4388888888889"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","16","Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2018","","","","9.88095238095238"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","16","Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2017","","","","9.88095238095238"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","17","Sugars and sugar confectionery","A","Annual","A","Annual","PCT","Percent","2018","","","","28.7058823529412"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","17","Sugars and sugar confectionery","A","Annual","A","Annual","PCT","Percent","2017","","","","28.7058823529412"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","18","Cocoa and cocoa preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","11"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","18","Cocoa and cocoa preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","11"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","19","Preparations of cereals, flour, starch or milk; pastrycooks' products","A","Annual","A","Annual","PCT","Percent","2018","","","","19.7368421052632"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","19","Preparations of cereals, flour, starch or milk; pastrycooks' products","A","Annual","A","Annual","PCT","Percent","2017","","","","19.7368421052632"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","20","Preparations of vegetables, fruit, nuts or other parts of plants","A","Annual","A","Annual","PCT","Percent","2018","","","","19.6557692307692"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","20","Preparations of vegetables, fruit, nuts or other parts of plants","A","Annual","A","Annual","PCT","Percent","2017","","","","19.6597756410256"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","21","Miscellaneous edible preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","22.4375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","21","Miscellaneous edible preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","22.4375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","22","Beverages, spirits and vinegar","A","Annual","A","Annual","PCT","Percent","2018","","","","22.8333333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","22","Beverages, spirits and vinegar","A","Annual","A","Annual","PCT","Percent","2017","","","","22.8333333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","23","Residues and waste from the food industries; prepared animal fodder","A","Annual","A","Annual","PCT","Percent","2018","","","","5.25"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","23","Residues and waste from the food industries; prepared animal fodder","A","Annual","A","Annual","PCT","Percent","2017","","","","5.25"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","24","Tobacco and manufactured tobacco substitutes","A","Annual","A","Annual","PCT","Percent","2018","","","","33.3"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","24","Tobacco and manufactured tobacco substitutes","A","Annual","A","Annual","PCT","Percent","2017","","","","33.3"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","25","Salt; sulphur; earths and stone; plastering materials, lime and cement","A","Annual","A","Annual","PCT","Percent","2018","","","","3.73529411764706"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","25","Salt; sulphur; earths and stone; plastering materials, lime and cement","A","Annual","A","Annual","PCT","Percent","2017","","","","3.73529411764706"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","26","Ores, slag and ash","A","Annual","A","Annual","PCT","Percent","2018","","","","1.44594594594595"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","26","Ores, slag and ash","A","Annual","A","Annual","PCT","Percent","2017","","","","1.44594594594595"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","A","Annual","A","Annual","PCT","Percent","2017","","","","5.28400281888654"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","A","Annual","A","Annual","PCT","Percent","2018","","","","5.28400281888654"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes","A","Annual","A","Annual","PCT","Percent","2018","","","","5.5514367816092"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes","A","Annual","A","Annual","PCT","Percent","2017","","","","5.55172413793103"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","29","Organic chemicals","A","Annual","A","Annual","PCT","Percent","2018","","","","5.73160173160173"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","29","Organic chemicals","A","Annual","A","Annual","PCT","Percent","2017","","","","5.73160173160173"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","30","Pharmaceutical products","A","Annual","A","Annual","PCT","Percent","2017","","","","4.54671717171717"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","30","Pharmaceutical products","A","Annual","A","Annual","PCT","Percent","2018","","","","4.54671717171717"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","31","Fertilisers","A","Annual","A","Annual","PCT","Percent","2018","","","","9.64583333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","31","Fertilisers","A","Annual","A","Annual","PCT","Percent","2017","","","","9.64583333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","A","Annual","A","Annual","PCT","Percent","2018","","","","7.56439393939394"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","A","Annual","A","Annual","PCT","Percent","2017","","","","7.51439393939394"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","12.9568965517241"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","12.9568965517241"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","34","Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes","A","Annual","A","Annual","PCT","Percent","2018","","","","9.57246376811594"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","34","Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes","A","Annual","A","Annual","PCT","Percent","2017","","","","9.57246376811594"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","35","Albuminoidal substances; modified starches; glues; enzymes","A","Annual","A","Annual","PCT","Percent","2017","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","35","Albuminoidal substances; modified starches; glues; enzymes","A","Annual","A","Annual","PCT","Percent","2018","","","","10.1"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","37","Photographic or cinematographic goods","A","Annual","A","Annual","PCT","Percent","2017","","","","11.5606481481481"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","37","Photographic or cinematographic goods","A","Annual","A","Annual","PCT","Percent","2018","","","","11.2768518518519"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","38","Miscellaneous chemical products","A","Annual","A","Annual","PCT","Percent","2017","","","","7.33812111801242"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","38","Miscellaneous chemical products","A","Annual","A","Annual","PCT","Percent","2018","","","","7.33812111801242"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","39","Plastics and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","8.01536544850498"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","39","Plastics and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","8.0484496124031"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","40","Rubber and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","11.68125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","40","Rubber and articles thereof","A","Annual","A","Annual","PCT","Percent","2018","","","","11.68125"
